127.0.0.1 - - [08/Feb/2023:13:30:08 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:01:18 +0900] "GET /web01/ch04/color-style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:01:18 +0900] "GET /web01/ch04/color-style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:01:18 +0900] "GET /web01/ch04/color-style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:02:19 +0900] "GET /web01/ch04/color-style.html HTTP/1.1" 200 1423
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:03:55 +0900] "GET /web01/ch04/color-style.html HTTP/1.1" 200 1746
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:10:26 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 200 634
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:11:15 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 200 678
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:11:47 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:13:00 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:15:20 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 200 950
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:15:21 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:15:52 +0900] "GET /web01/ch04/list-style.html HTTP/1.1" 200 1094
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:15:52 +0900] "GET /web01/images/star-type.jpg HTTP/1.1" 200 450
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:19:23 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 200 660
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:21:12 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:31:50 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:33:11 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 200 934
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:36:25 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 200 1300
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:37:54 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:37:56 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:39:49 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 200 1589
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:43:07 +0900] "GET /web01/ch04/gradient1.html HTTP/1.1" 200 336
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:43:50 +0900] "GET /web01/ch04/gradient1.html HTTP/1.1" 200 373
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:44:54 +0900] "GET /web01/ch04/gradient1.html HTTP/1.1" 200 449
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:46:18 +0900] "GET /web01/ch04/gradient1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:49:38 +0900] "GET /web01/ch04/gradient2.html HTTP/1.1" 200 295
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:51:52 +0900] "GET /web01/ch04/fontsize.html HTTP/1.1" 200 344
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:52:27 +0900] "GET /web01/ch04/fontsize.html HTTP/1.1" 200 382
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:53:08 +0900] "GET /web01/ch04/fontsize.html HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:53:10 +0900] "GET /web01/ch04/fontsize.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:53:17 +0900] "GET /web01/ch04/fontsize.html HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:53:56 +0900] "GET /web01/ch04/fontsize.html HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:58:14 +0900] "GET /web01/ch04/font-size2.html HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [08/Feb/2023:16:58:30 +0900] "GET /web01/ch04/font-size2.html HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:01:02 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 200 359
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:01:28 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:01:30 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:01:42 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:03:00 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:03:01 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:03:10 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:03:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:03:28 +0900] "GET /web01/ch04/text-trans.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:05:52 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:05:55 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:06:08 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:06:25 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 200 425
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:06:26 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:06:26 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:07:09 +0900] "GET /web01/ch04/text_shadow.html HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:20:58 +0900] "GET /web01/ch05/border-style.html HTTP/1.1" 200 605
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:24:07 +0900] "GET /web01/ch05/elem_size.html HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:25:02 +0900] "GET /web01/ch05/elem_size.html HTTP/1.1" 200 702
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:34:30 +0900] "GET /web01/ch04/table_style.html HTTP/1.1" 200 1670
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:37:49 +0900] "GET /web01/ch04/margin_padding.html HTTP/1.1" 200 383
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:39:54 +0900] "GET /web01/ch04/margin_padding.html HTTP/1.1" 200 481
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:40:03 +0900] "GET /web01/ch04/margin_padding.html HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:40:40 +0900] "GET /web01/ch04/margin_padding.html HTTP/1.1" 200 601
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:43:44 +0900] "GET /web01/ch04/box_model.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:43:46 +0900] "GET /web01/ch04/box_model.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:43:59 +0900] "GET /web01/ch04/box_model.html HTTP/1.1" 200 326
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:49:36 +0900] "GET /web01/ch05/border_image.html HTTP/1.1" 200 929
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:49:36 +0900] "GET /web01/images/border.png HTTP/1.1" 200 2036
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:52:47 +0900] "GET /web01/ch05/back_image1.html HTTP/1.1" 200 966
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:52:47 +0900] "GET /web01/images/autumn.jpg HTTP/1.1" 200 44707
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:53:17 +0900] "GET /web01/ch05/back_image1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:53:37 +0900] "GET /web01/ch05/back_image1.html HTTP/1.1" 200 1024
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:57:11 +0900] "GET /web01/ch05/back_image2.html HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:57:51 +0900] "GET /web01/ch05/back_image2.html HTTP/1.1" 200 1203
0:0:0:0:0:0:0:1 - - [08/Feb/2023:17:58:38 +0900] "GET /web01/ch05/back_image2.html HTTP/1.1" 200 1197
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:06:23 +0900] "GET /web01/ch05/liststyle.html HTTP/1.1" 200 875
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:53:18 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:53:18 +0900] "GET /web01/mobile/galaxy.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:53:18 +0900] "GET /web01/mobile/tabs8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:53:18 +0900] "GET /web01/mobile/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:53:18 +0900] "GET /web01/mobile/buds2pro.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:53:22 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:55:23 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3171
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:55:44 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3186
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:56:25 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3216
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:56:38 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3200
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:57:57 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3142
0:0:0:0:0:0:0:1 - - [08/Feb/2023:18:59:32 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3104
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:00:27 +0900] "GET /web01/ch04/font-size2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:01:36 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3135
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:03:28 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3137
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:05:25 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:05:26 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:05:37 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:06:10 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:19:08:48 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 2988
